"Game_id"	"Event_Num"	"Event_Msg_Type"	"Period"	"WC_Time"	"PC_Time"	"Action_Type"	"Option1"	"Option2"	"Option3"	"Team_id"	"Person1"	"Person2"	"Person3"	"Team_id_type"	"Person1_type"	"Person2_type"	"Person3_type"
"3ce947db2df86b08a40b7526e2faaccb"	23	6	1	620390	5670	2	0	0	1	"cd45058739ed0ac8229849c6249aad48"	"ef8b068ab7ac9d387b256404acd24cd5"	"1a6703883f8f47bb4daf09c03be3bda2"	"4c28632a1ac678cf75a2110234adbf29"	2	5	4	1
"3ce947db2df86b08a40b7526e2faaccb"	25	3	1	620620	5670	10	1	0	0	"cd45058739ed0ac8229849c6249aad48"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	26	6	1	620770	5570	2	0	0	2	"8362dfecb7412f12a12713852d2ae566"	"3626b893fc73a5cbd67d1ea48a5c7039"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"6095bcbf4e6a692492b2d9f0a3b975a8"	3	4	5	1
"3ce947db2df86b08a40b7526e2faaccb"	28	3	1	621090	5570	11	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	29	3	1	621240	5570	12	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	30	1	1	621390	5430	101	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"a1591595c04d12e88e3cb427fb667618"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	32	5	1	621580	5230	1	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"a1591595c04d12e88e3cb427fb667618"	"0370a0d090da0d0edc6319f120187e0e"	3	5	4	0
"3ce947db2df86b08a40b7526e2faaccb"	34	1	1	621650	5170	106	2	1	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	36	1	1	621770	5050	66	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	38	1	1	621890	4930	63	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"31598ba01a3fff03ed0a87d7dea11dfe"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	39	2	1	622040	4780	79	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	40	4	1	622090	4770	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"22fab2ecad98e9fed46efe57558bc41f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	3	0	0
"3ce947db2df86b08a40b7526e2faaccb"	41	6	1	622120	4770	3	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"31598ba01a3fff03ed0a87d7dea11dfe"	"ef8b068ab7ac9d387b256404acd24cd5"	"8b8d9227a96ad6ed93838617e3a2319a"	3	4	5	1
"3ce947db2df86b08a40b7526e2faaccb"	43	1	1	622370	4620	1	3	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	44	2	1	622520	4460	1	3	0	0	"cd45058739ed0ac8229849c6249aad48"	"a1591595c04d12e88e3cb427fb667618"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	45	4	1	622570	4450	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	46	1	1	622610	4380	2	2	1	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	47	2	1	622750	4240	1	3	0	0	"cd45058739ed0ac8229849c6249aad48"	"31598ba01a3fff03ed0a87d7dea11dfe"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	48	4	1	622780	4230	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	50	5	1	622860	4120	1	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"a1591595c04d12e88e3cb427fb667618"	"0370a0d090da0d0edc6319f120187e0e"	3	5	4	0
"3ce947db2df86b08a40b7526e2faaccb"	52	6	1	622950	4100	1	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"722a380c9b59ef42226e8d392824dcb9"	"3626b893fc73a5cbd67d1ea48a5c7039"	"4c28632a1ac678cf75a2110234adbf29"	2	5	4	1
"3ce947db2df86b08a40b7526e2faaccb"	54	9	1	623210	4100	1	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"f5f0b0fd479d7c889872298f95c3d810"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	2	0	0
"3ce947db2df86b08a40b7526e2faaccb"	55	8	1	625090	4100	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"6f6a807d57aae8f651222523dc82dc35"	"3d75035d20b173a867d4bf32c8a58f0b"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	57	1	1	625310	4020	79	3	0	0	"cd45058739ed0ac8229849c6249aad48"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	58	1	1	625490	3830	79	3	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	60	6	1	625650	3770	1	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"7f438c18058290903c46dfe9d71bd68a"	"31598ba01a3fff03ed0a87d7dea11dfe"	"8b8d9227a96ad6ed93838617e3a2319a"	2	5	4	1
"3ce947db2df86b08a40b7526e2faaccb"	62	8	1	625920	3770	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"31598ba01a3fff03ed0a87d7dea11dfe"	"0b978fcfa7f2ec839c563a755e345ff8"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	64	1	1	626200	3640	5	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"a1591595c04d12e88e3cb427fb667618"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	66	1	1	626390	3440	79	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	67	1	1	626550	3280	5	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"3d75035d20b173a867d4bf32c8a58f0b"	"a1591595c04d12e88e3cb427fb667618"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	69	9	1	626620	3270	1	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"22fab2ecad98e9fed46efe57558bc41f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	3	0	0
"3ce947db2df86b08a40b7526e2faaccb"	70	6	1	628960	3120	2	0	0	2	"8362dfecb7412f12a12713852d2ae566"	"3d75035d20b173a867d4bf32c8a58f0b"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"4c28632a1ac678cf75a2110234adbf29"	3	4	5	1
"3ce947db2df86b08a40b7526e2faaccb"	72	3	1	629260	3120	11	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	73	4	1	629260	3120	1	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"22fab2ecad98e9fed46efe57558bc41f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	3	0	0
"3ce947db2df86b08a40b7526e2faaccb"	74	3	1	629410	3120	12	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	75	20	1	629600	2970	3	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	0	0	0
"3ce947db2df86b08a40b7526e2faaccb"	76	2	1	629790	2890	6	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	"ef8b068ab7ac9d387b256404acd24cd5"	2	4	0	5
"3ce947db2df86b08a40b7526e2faaccb"	78	4	1	629880	2890	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"f5f0b0fd479d7c889872298f95c3d810"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	2	0	0
"3ce947db2df86b08a40b7526e2faaccb"	79	1	1	629980	2860	86	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"0b978fcfa7f2ec839c563a755e345ff8"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	81	2	1	630150	2690	1	3	0	0	"8362dfecb7412f12a12713852d2ae566"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	82	4	1	630180	2660	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	83	1	1	630220	2660	71	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"7f438c18058290903c46dfe9d71bd68a"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	85	6	1	630310	2660	2	0	0	1	"8362dfecb7412f12a12713852d2ae566"	"0b978fcfa7f2ec839c563a755e345ff8"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"8b8d9227a96ad6ed93838617e3a2319a"	3	4	5	1
"3ce947db2df86b08a40b7526e2faaccb"	87	3	1	630460	2660	10	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	88	6	1	630670	2470	2	0	0	2	"cd45058739ed0ac8229849c6249aad48"	"722a380c9b59ef42226e8d392824dcb9"	"3626b893fc73a5cbd67d1ea48a5c7039"	"6095bcbf4e6a692492b2d9f0a3b975a8"	2	5	4	1
"3ce947db2df86b08a40b7526e2faaccb"	90	3	1	630920	2470	11	1	0	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	91	8	1	630940	2470	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"ef8b068ab7ac9d387b256404acd24cd5"	"1dabb767e07d0aa702ee58d41c15eab1"	"0370a0d090da0d0edc6319f120187e0e"	2	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	93	8	1	631080	2470	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"722a380c9b59ef42226e8d392824dcb9"	"e49b2cc3f9aacd500b11a35b1c57112d"	"0370a0d090da0d0edc6319f120187e0e"	2	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	95	3	1	631270	2470	12	1	0	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	96	2	1	631510	2290	1	3	0	0	"8362dfecb7412f12a12713852d2ae566"	"1dabb767e07d0aa702ee58d41c15eab1"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	97	4	1	631550	2250	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	98	2	1	631580	2220	79	3	1	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	99	4	1	631660	2200	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"22fab2ecad98e9fed46efe57558bc41f"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	3	0	0
"3ce947db2df86b08a40b7526e2faaccb"	100	2	1	631810	2120	79	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"e49b2cc3f9aacd500b11a35b1c57112d"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	101	4	1	631850	2110	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"3d75035d20b173a867d4bf32c8a58f0b"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	102	1	1	631950	1970	79	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	103	1	1	632070	1840	98	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	105	1	1	632180	1730	108	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"3d75035d20b173a867d4bf32c8a58f0b"	"1a6703883f8f47bb4daf09c03be3bda2"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	107	6	1	632340	1630	1	1	0	2	"8362dfecb7412f12a12713852d2ae566"	"a1591595c04d12e88e3cb427fb667618"	"7f438c18058290903c46dfe9d71bd68a"	"4c28632a1ac678cf75a2110234adbf29"	3	4	5	1
"3ce947db2df86b08a40b7526e2faaccb"	109	3	1	632740	1630	11	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	110	8	1	632750	1630	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"1a6703883f8f47bb4daf09c03be3bda2"	"52c6125836c465f4ac5232121dacb49d"	"0370a0d090da0d0edc6319f120187e0e"	3	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	112	3	1	632990	1630	12	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	113	5	1	633190	1450	2	1	0	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"1dabb767e07d0aa702ee58d41c15eab1"	"0370a0d090da0d0edc6319f120187e0e"	2	4	5	0
"3ce947db2df86b08a40b7526e2faaccb"	115	2	1	633320	1310	79	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"1dabb767e07d0aa702ee58d41c15eab1"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	116	4	1	633360	1270	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"52c6125836c465f4ac5232121dacb49d"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	117	2	1	633390	1230	1	3	1	0	"cd45058739ed0ac8229849c6249aad48"	"0b978fcfa7f2ec839c563a755e345ff8"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	118	4	1	633460	1170	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"95920e4bf5b6c15ba8dffbf959b38ba5"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	119	2	1	633570	1060	1	3	0	0	"8362dfecb7412f12a12713852d2ae566"	"e49b2cc3f9aacd500b11a35b1c57112d"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	120	4	1	633600	1030	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	4	0	0
"3ce947db2df86b08a40b7526e2faaccb"	121	1	1	633760	870	67	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"52c6125836c465f4ac5232121dacb49d"	"3d75035d20b173a867d4bf32c8a58f0b"	"0370a0d090da0d0edc6319f120187e0e"	2	4	4	0
"3ce947db2df86b08a40b7526e2faaccb"	123	1	1	634030	600	63	2	0	0	"8362dfecb7412f12a12713852d2ae566"	"e49b2cc3f9aacd500b11a35b1c57112d"	"fb64ca4b8beaf4c4c6e4575fe2f3abd7"	"0370a0d090da0d0edc6319f120187e0e"	3	5	5	0
"3ce947db2df86b08a40b7526e2faaccb"	137	4	1	634120	453	0	0	0	0	"cd45058739ed0ac8229849c6249aad48"	"e49b2cc3f9aacd500b11a35b1c57112d"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	135	2	1	634120	453	5	2	0	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"e49b2cc3f9aacd500b11a35b1c57112d"	2	4	0	5
"3ce947db2df86b08a40b7526e2faaccb"	127	2	1	634280	388	5	2	1	0	"8362dfecb7412f12a12713852d2ae566"	"e49b2cc3f9aacd500b11a35b1c57112d"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	129	4	1	634320	372	0	0	0	0	"8362dfecb7412f12a12713852d2ae566"	"7f438c18058290903c46dfe9d71bd68a"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	3	5	0	0
"3ce947db2df86b08a40b7526e2faaccb"	130	5	1	634480	187	2	1	0	0	"8362dfecb7412f12a12713852d2ae566"	"e49b2cc3f9aacd500b11a35b1c57112d"	"52c6125836c465f4ac5232121dacb49d"	"0370a0d090da0d0edc6319f120187e0e"	3	5	4	0
"3ce947db2df86b08a40b7526e2faaccb"	132	2	1	634650	26	79	3	0	0	"cd45058739ed0ac8229849c6249aad48"	"3626b893fc73a5cbd67d1ea48a5c7039"	"0370a0d090da0d0edc6319f120187e0e"	"0370a0d090da0d0edc6319f120187e0e"	2	4	0	0
