Game_id	PC_Time	Event_Msg_Type	Action_Type	Option1	WC_Time		Event_Num	Option2	Option3	Team_id	Person1	Person2	Person3	Team_id_type	Person1_type	Person2_type	Person3_type
03ac65b9a32fde1e201bfb427f6e41e4	6330	4	0	0	674580		19	0	0	b5464c11e1a8a18452a7d2988badfe0c	0b978fcfa7f2ec839c563a755e345ff8	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	6290	1	1	3	674600		20	1	0	cd45058739ed0ac8229849c6249aad48	3626b893fc73a5cbd67d1ea48a5c7039	0b978fcfa7f2ec839c563a755e345ff8	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	6210	1	79	3	674700		22	1	0	b5464c11e1a8a18452a7d2988badfe0c	7dfbb5980c066844384ba7424aceae47	ff52c317e26534ae1679da3c917e9fec	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	6060	2	79	3	674830		23	0	0	cd45058739ed0ac8229849c6249aad48	31598ba01a3fff03ed0a87d7dea11dfe	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	6030	4	0	0	674870		24	0	0	cd45058739ed0ac8229849c6249aad48	ff52c317e26534ae1679da3c917e9fec	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5920	2	1	3	674970		25	0	0	b5464c11e1a8a18452a7d2988badfe0c	11beb0ae23e6425510297a31fa21881e	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5890	4	0	0	675010		26	0	0	b5464c11e1a8a18452a7d2988badfe0c	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5860	2	1	3	675040		27	1	0	cd45058739ed0ac8229849c6249aad48	0b978fcfa7f2ec839c563a755e345ff8	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5840	4	0	0	675110		28	0	0	cd45058739ed0ac8229849c6249aad48	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5760	2	1	3	675130		29	1	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5750	4	0	0	675200		30	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff59dc439c6c323320bc355afe884fcb	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5680	5	1	1	675210		31	0	0	cd45058739ed0ac8229849c6249aad48	ff59dc439c6c323320bc355afe884fcb	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	2	4	5	0
03ac65b9a32fde1e201bfb427f6e41e4	5650	5	1	1	675250		33	0	0	b5464c11e1a8a18452a7d2988badfe0c	7dfbb5980c066844384ba7424aceae47	ff59dc439c6c323320bc355afe884fcb	0370a0d090da0d0edc6319f120187e0e	3	5	4	0
03ac65b9a32fde1e201bfb427f6e41e4	5600	5	6	0	675320		35	0	0	cd45058739ed0ac8229849c6249aad48	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	aa3b80d27f18c221408b698c7d89d250	2	4	0	1
03ac65b9a32fde1e201bfb427f6e41e4	5520	7	5	0	675570		36	0	0	b5464c11e1a8a18452a7d2988badfe0c	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	2374438701e2eef00de08f90f9e1de9d	3	4	0	1
03ac65b9a32fde1e201bfb427f6e41e4	5430	1	6	2	675810		37	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff52c317e26534ae1679da3c917e9fec	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	5320	6	2	0	675940		39	0	2	cd45058739ed0ac8229849c6249aad48	11beb0ae23e6425510297a31fa21881e	a1591595c04d12e88e3cb427fb667618	81efe876f336ab00d7331d21e9ac06dd	2	5	4	1
03ac65b9a32fde1e201bfb427f6e41e4	5320	3	11	2	676200		41	0	0	cd45058739ed0ac8229849c6249aad48	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5320	4	1	0	676200		42	0	0	cd45058739ed0ac8229849c6249aad48	f5f0b0fd479d7c889872298f95c3d810	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	2	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5320	3	12	1	676390		43	0	0	cd45058739ed0ac8229849c6249aad48	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5150	2	58	2	676560		47	0	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5140	4	0	0	676600		48	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff59dc439c6c323320bc355afe884fcb	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5060	2	1	2	676650		49	0	0	cd45058739ed0ac8229849c6249aad48	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5050	4	0	0	676690		50	0	0	cd45058739ed0ac8229849c6249aad48	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	5000	1	6	2	676720		51	1	0	b5464c11e1a8a18452a7d2988badfe0c	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4850	5	4	0	676890		53	0	0	cd45058739ed0ac8229849c6249aad48	0b978fcfa7f2ec839c563a755e345ff8	0370a0d090da0d0edc6319f120187e0e	2374438701e2eef00de08f90f9e1de9d	2	4	0	1
03ac65b9a32fde1e201bfb427f6e41e4	4760	2	1	3	677120		54	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff52c317e26534ae1679da3c917e9fec	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4750	4	0	0	677150		55	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff59dc439c6c323320bc355afe884fcb	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4580	2	79	3	677300		56	0	0	cd45058739ed0ac8229849c6249aad48	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4540	4	0	0	677340		57	0	0	cd45058739ed0ac8229849c6249aad48	11beb0ae23e6425510297a31fa21881e	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4370	2	57	2	677510		58	0	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4370	4	0	0	677540		59	0	0	b5464c11e1a8a18452a7d2988badfe0c	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4310	2	1	3	677580		60	0	0	cd45058739ed0ac8229849c6249aad48	0b978fcfa7f2ec839c563a755e345ff8	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4290	4	0	0	677650		61	0	0	cd45058739ed0ac8229849c6249aad48	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	4160	1	66	2	677720		62	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff52c317e26534ae1679da3c917e9fec	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	3950	1	101	2	677950		64	0	0	cd45058739ed0ac8229849c6249aad48	31598ba01a3fff03ed0a87d7dea11dfe	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	3850	1	1	3	678030		66	1	0	b5464c11e1a8a18452a7d2988badfe0c	6ad10958a1d4920dccb1daec39bebd6b	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3700	1	79	3	678180		67	0	0	cd45058739ed0ac8229849c6249aad48	ff59dc439c6c323320bc355afe884fcb	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	3640	6	2	0	678260		69	0	2	b5464c11e1a8a18452a7d2988badfe0c	0b978fcfa7f2ec839c563a755e345ff8	7dfbb5980c066844384ba7424aceae47	2374438701e2eef00de08f90f9e1de9d	3	4	5	1
03ac65b9a32fde1e201bfb427f6e41e4	3640	9	1	0	678470		71	0	0	b5464c11e1a8a18452a7d2988badfe0c	f5f0b0fd479d7c889872298f95c3d810	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	2	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3640	8	0	0	680470		73	0	0	b5464c11e1a8a18452a7d2988badfe0c	0b978fcfa7f2ec839c563a755e345ff8	6f6a807d57aae8f651222523dc82dc35	0370a0d090da0d0edc6319f120187e0e	3	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	3640	3	11	1	680670		75	0	0	b5464c11e1a8a18452a7d2988badfe0c	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3640	3	12	1	680830		76	0	0	b5464c11e1a8a18452a7d2988badfe0c	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3500	2	79	2	680990		77	0	0	cd45058739ed0ac8229849c6249aad48	31598ba01a3fff03ed0a87d7dea11dfe	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3450	4	0	0	681040		78	0	0	cd45058739ed0ac8229849c6249aad48	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3420	2	5	2	681060		79	0	0	b5464c11e1a8a18452a7d2988badfe0c	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	a1591595c04d12e88e3cb427fb667618	3	5	0	4
03ac65b9a32fde1e201bfb427f6e41e4	3360	4	0	0	681130		81	0	0	b5464c11e1a8a18452a7d2988badfe0c	6f6a807d57aae8f651222523dc82dc35	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3300	2	86	2	681190		82	0	0	cd45058739ed0ac8229849c6249aad48	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3250	4	0	0	681230		83	0	0	cd45058739ed0ac8229849c6249aad48	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3230	2	1	2	681260		84	1	0	b5464c11e1a8a18452a7d2988badfe0c	ff52c317e26534ae1679da3c917e9fec	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3160	4	0	0	681320		85	0	0	b5464c11e1a8a18452a7d2988badfe0c	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3120	2	1	2	681360		86	0	0	cd45058739ed0ac8229849c6249aad48	31598ba01a3fff03ed0a87d7dea11dfe	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3080	4	0	0	681410		87	0	0	cd45058739ed0ac8229849c6249aad48	7dfbb5980c066844384ba7424aceae47	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3050	2	1	3	681440		88	1	0	b5464c11e1a8a18452a7d2988badfe0c	11beb0ae23e6425510297a31fa21881e	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3040	4	0	0	681500		89	0	0	b5464c11e1a8a18452a7d2988badfe0c	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	3020	6	1	0	681520		90	0	0	cd45058739ed0ac8229849c6249aad48	7dfbb5980c066844384ba7424aceae47	a1591595c04d12e88e3cb427fb667618	81efe876f336ab00d7331d21e9ac06dd	2	5	4	1
03ac65b9a32fde1e201bfb427f6e41e4	3020	8	0	0	681590		92	0	0	cd45058739ed0ac8229849c6249aad48	7dfbb5980c066844384ba7424aceae47	41c0674725d4cddab004649e9db5a3ce	0370a0d090da0d0edc6319f120187e0e	2	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	2920	2	1	2	681850		94	0	0	cd45058739ed0ac8229849c6249aad48	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2890	4	0	0	681890		95	0	0	cd45058739ed0ac8229849c6249aad48	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2830	6	1	0	681960		96	0	0	b5464c11e1a8a18452a7d2988badfe0c	a1591595c04d12e88e3cb427fb667618	6ad10958a1d4920dccb1daec39bebd6b	aa3b80d27f18c221408b698c7d89d250	3	4	5	1
03ac65b9a32fde1e201bfb427f6e41e4	2770	2	47	2	682190		98	0	0	b5464c11e1a8a18452a7d2988badfe0c	6ad10958a1d4920dccb1daec39bebd6b	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2730	4	0	0	682230		99	0	0	b5464c11e1a8a18452a7d2988badfe0c	41c0674725d4cddab004649e9db5a3ce	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2620	2	1	3	682340		100	0	0	b5464c11e1a8a18452a7d2988badfe0c	41c0674725d4cddab004649e9db5a3ce	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2600	4	0	0	682360		101	0	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2600	1	5	2	682620		102	0	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2600	6	3	0	682840		103	0	1	b5464c11e1a8a18452a7d2988badfe0c	ff59dc439c6c323320bc355afe884fcb	11beb0ae23e6425510297a31fa21881e	81efe876f336ab00d7331d21e9ac06dd	3	4	5	1
03ac65b9a32fde1e201bfb427f6e41e4	2600	8	0	0	682940		105	0	0	b5464c11e1a8a18452a7d2988badfe0c	31598ba01a3fff03ed0a87d7dea11dfe	1a6703883f8f47bb4daf09c03be3bda2	0370a0d090da0d0edc6319f120187e0e	3	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	2600	3	10	1	683010		107	0	0	b5464c11e1a8a18452a7d2988badfe0c	11beb0ae23e6425510297a31fa21881e	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2490	1	79	3	683100		109	0	0	cd45058739ed0ac8229849c6249aad48	1a6703883f8f47bb4daf09c03be3bda2	a1591595c04d12e88e3cb427fb667618	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	2400	1	3	2	683220		111	1	0	b5464c11e1a8a18452a7d2988badfe0c	ff52c317e26534ae1679da3c917e9fec	41c0674725d4cddab004649e9db5a3ce	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	2250	1	108	2	683340		113	0	0	cd45058739ed0ac8229849c6249aad48	6f6a807d57aae8f651222523dc82dc35	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	2130	2	1	3	683450		115	0	0	b5464c11e1a8a18452a7d2988badfe0c	41c0674725d4cddab004649e9db5a3ce	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2110	4	0	0	683500		116	0	0	b5464c11e1a8a18452a7d2988badfe0c	9811289f96c7deb95f04148c206e0b3a	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	3	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2110	8	0	0	683580		117	0	0	b5464c11e1a8a18452a7d2988badfe0c	ff59dc439c6c323320bc355afe884fcb	52c6125836c465f4ac5232121dacb49d	0370a0d090da0d0edc6319f120187e0e	3	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	2110	8	0	0	683680		119	0	0	b5464c11e1a8a18452a7d2988badfe0c	a1591595c04d12e88e3cb427fb667618	255fe2a8be0ed5c06dd99969ab4fea55	0370a0d090da0d0edc6319f120187e0e	3	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	2110	8	0	0	683790		121	0	0	b5464c11e1a8a18452a7d2988badfe0c	11beb0ae23e6425510297a31fa21881e	a3bac86ad549b2f128a62399d73d6299	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	2110	8	0	0	683790		122	0	0	b5464c11e1a8a18452a7d2988badfe0c	6ad10958a1d4920dccb1daec39bebd6b	90ba0d1de241290df2e124a5e02d68ef	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	2090	2	1	2	684000		125	0	0	b5464c11e1a8a18452a7d2988badfe0c	90ba0d1de241290df2e124a5e02d68ef	0370a0d090da0d0edc6319f120187e0e	255fe2a8be0ed5c06dd99969ab4fea55	3	5	0	4
03ac65b9a32fde1e201bfb427f6e41e4	2070	4	0	0	684030		127	0	0	b5464c11e1a8a18452a7d2988badfe0c	255fe2a8be0ed5c06dd99969ab4fea55	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	2020	2	1	2	684080		128	1	0	cd45058739ed0ac8229849c6249aad48	1a6703883f8f47bb4daf09c03be3bda2	0370a0d090da0d0edc6319f120187e0e	83c15c0962941640faab838a8f6f151d	2	4	0	5
03ac65b9a32fde1e201bfb427f6e41e4	1980	4	0	0	684120		130	0	0	cd45058739ed0ac8229849c6249aad48	ff52c317e26534ae1679da3c917e9fec	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1950	2	41	2	684150		131	1	0	b5464c11e1a8a18452a7d2988badfe0c	ff52c317e26534ae1679da3c917e9fec	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1900	1	97	2	684190		133	1	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1900	4	0	0	684190		132	0	0	b5464c11e1a8a18452a7d2988badfe0c	83c15c0962941640faab838a8f6f151d	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	5	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1810	1	5	2	684290		134	0	0	cd45058739ed0ac8229849c6249aad48	1a6703883f8f47bb4daf09c03be3bda2	52c6125836c465f4ac5232121dacb49d	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
03ac65b9a32fde1e201bfb427f6e41e4	1690	1	2	2	684400		136	0	0	b5464c11e1a8a18452a7d2988badfe0c	a3bac86ad549b2f128a62399d73d6299	41c0674725d4cddab004649e9db5a3ce	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	1590	2	79	2	684500		138	0	0	cd45058739ed0ac8229849c6249aad48	3626b893fc73a5cbd67d1ea48a5c7039	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	4	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1580	4	0	0	684570		139	0	0	cd45058739ed0ac8229849c6249aad48	9811289f96c7deb95f04148c206e0b3a	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	2	3	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1580	6	3	0	684590		140	0	0	b5464c11e1a8a18452a7d2988badfe0c	6f6a807d57aae8f651222523dc82dc35	83c15c0962941640faab838a8f6f151d	81efe876f336ab00d7331d21e9ac06dd	3	4	5	1
03ac65b9a32fde1e201bfb427f6e41e4	1580	9	1	0	684680		142	0	0	b5464c11e1a8a18452a7d2988badfe0c	9811289f96c7deb95f04148c206e0b3a	0370a0d090da0d0edc6319f120187e0e	0370a0d090da0d0edc6319f120187e0e	3	3	0	0
03ac65b9a32fde1e201bfb427f6e41e4	1410	1	79	2	686930		143	0	0	b5464c11e1a8a18452a7d2988badfe0c	41c0674725d4cddab004649e9db5a3ce	a3bac86ad549b2f128a62399d73d6299	0370a0d090da0d0edc6319f120187e0e	3	5	5	0
03ac65b9a32fde1e201bfb427f6e41e4	1250	1	79	2	687090		145	0	0	cd45058739ed0ac8229849c6249aad48	3626b893fc73a5cbd67d1ea48a5c7039	52c6125836c465f4ac5232121dacb49d	0370a0d090da0d0edc6319f120187e0e	2	4	4	0
